"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Abies","California","Southwestern U.S.A.","Northern America",8,NA
"P. cinnamomi","Abies","Italy","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Abies","North Carolina","Southeastern U.S.A.","Northern America",10,NA
"P. cinnamomi","Abies","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Abies","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Abies","Spain","Southwestern Europe","Europe",4,NA
"P. cinnamomi","Abies","West Virginia","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Acacia","0","0","Northern America",1,NA
"P. cinnamomi","Acacia","0","Australia","Australasia",25,NA
"P. cinnamomi","Acacia","0","New Zealand","Australasia",8,NA
"P. cinnamomi","Acacia","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Acer","0","0","Northern America",4,NA
"P. cinnamomi","Acer","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Acer","Spain","Southwestern Europe","Europe",3,NA
"P. cinnamomi","Acrotriche","0","Australia","Australasia",3,NA
"P. cinnamomi","Actinidia","0","Australia","Australasia",14,NA
"P. cinnamomi","Actinidia","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Actinidia","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Actinidia","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Actinodium","0","Australia","Australasia",2,NA
"P. cinnamomi","Adenanthos","0","Australia","Australasia",5,NA
"P. cinnamomi","Adenanthos","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Agathis","0","New Zealand","Australasia",18,NA
"P. cinnamomi","Agathosma","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Agathosma","Cape Provinces","Southern Africa","Africa",2,NA
"P. cinnamomi","Agonis","0","Australia","Australasia",6,NA
"P. cinnamomi","Allium","0","Brazil","Southern America",2,NA
"P. cinnamomi","Allium","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Allocasuarina","0","Australia","Australasia",14,NA
"P. cinnamomi","Allocasuarina","0","New Zealand","Australasia",8,NA
"P. cinnamomi","Alnus","0","Australia","Australasia",2,NA
"P. cinnamomi","Alnus","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Alstroemeria","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Amperea","0","Australia","Australasia",3,NA
"P. cinnamomi","Ananas","0","0","0",1,NA
"P. cinnamomi","Ananas","0","0","Northern America",5,NA
"P. cinnamomi","Ananas","0","Australia","Australasia",141,NA
"P. cinnamomi","Ananas","0","Brazil","Southern America",2,NA
"P. cinnamomi","Ananas","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Ananas","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Ananas","Cook Is.","South-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ananas","Fiji","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Ananas","Hawaii","North-Central Pacific","Pacific",14,NA
"P. cinnamomi","Ananas","Taiwan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Ananas","Vietnam","Indo-China","Asia-Tropical",2,NA
"P. cinnamomi","Andersonia","0","Australia","Australasia",1,NA
"P. cinnamomi","Andromeda","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Angophora","0","Australia","Australasia",8,NA
"P. cinnamomi","Anigozanthos","0","Australia","Australasia",2,NA
"P. cinnamomi","Antidesma","0","0","Northern America",1,NA
"P. cinnamomi","Antidesma","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Antirrhinum","0","Australia","Australasia",1,NA
"P. cinnamomi","Aotus","0","Australia","Australasia",9,NA
"P. cinnamomi","Araucaria","0","0","Northern America",1,NA
"P. cinnamomi","Araucaria","0","Australia","Australasia",3,NA
"P. cinnamomi","Araucaria","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Araucaria","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Araucaria","Brazil South","Brazil","Southern America",1,NA
"P. cinnamomi","Araucaria","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Araucaria","New Guinea","Papuasia","Asia-Tropical",2,NA
"P. cinnamomi","Araucaria","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Arbutus","0","0","Northern America",1,NA
"P. cinnamomi","Arbutus","0","Australia","Australasia",2,NA
"P. cinnamomi","Arbutus","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Arbutus","Portugal","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Archidasyphyllum","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Archontophoenix","0","Australia","Australasia",1,NA
"P. cinnamomi","Arctostaphylos","0","0","Northern America",4,NA
"P. cinnamomi","Arctostaphylos","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Arctostaphylos","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Aristotelia","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Aristotelia","0","Southern South America","Southern America",3,NA
"P. cinnamomi","Astelia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Aucuba","0","0","Northern America",2,"Yes"
"P. cinnamomi","Aucuba","North Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Aulax","0","Australia","Australasia",1,NA
"P. cinnamomi","Aulax","0","Southern Africa","Africa",5,NA
"P. cinnamomi","Azolla","0","Australia","Australasia",1,NA
"P. cinnamomi","Backhousia","0","Australia","Australasia",2,NA
"P. cinnamomi","Banksia","0","Australia","Australasia",189,NA
"P. cinnamomi","Banksia","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Banksia","0","Southern Africa","Africa",7,NA
"P. cinnamomi","Banksia","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Banksia","Western Australia","Australia","Australasia",2,NA
"P. cinnamomi","Bauera","0","Australia","Australasia",3,NA
"P. cinnamomi","Bauera","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Beilschmiedia","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Berberidopsis","0","Australia","Australasia",2,NA
"P. cinnamomi","Berberis","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Berzelia","0","Australia","Australasia",2,NA
"P. cinnamomi","Berzelia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Betula","0","0","Northern America",4,NA
"P. cinnamomi","Betula","0","Australia","Australasia",8,NA
"P. cinnamomi","Betula","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Betula","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Betula","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Billardiera","0","Australia","Australasia",1,NA
"P. cinnamomi","Blandfordia","0","Australia","Australasia",3,NA
"P. cinnamomi","Boronia","0","Australia","Australasia",21,NA
"P. cinnamomi","Boronia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Boronia","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Bossiaea","0","Australia","Australasia",5,NA
"P. cinnamomi","Brabejum","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Brunonia","0","Australia","Australasia",2,NA
"P. cinnamomi","Buxus","0","0","Northern America",3,NA
"P. cinnamomi","Buxus","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Buxus","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Buxus","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cajanus","0","0","Northern America",1,NA
"P. cinnamomi","Cajanus","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Caladenia","0","Australia","Australasia",1,NA
"P. cinnamomi","Caleana","0","Australia","Australasia",2,NA
"P. cinnamomi","Callitris","0","Australia","Australasia",2,NA
"P. cinnamomi","Callitris","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Calluna","0","Australia","Australasia",2,"Yes"
"P. cinnamomi","Calluna","0","New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Calluna","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Calluna","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Calluna","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Calluna","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Calluna","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Calocedrus","0","0","Northern America",3,NA
"P. cinnamomi","Calocedrus","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Calytrix","0","Australia","Australasia",3,NA
"P. cinnamomi","Calytrix","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Camelia","0","0","Northern America",1,NA
"P. cinnamomi","Camelia","Germany","Middle Europe","Europe",1,NA
"P. cinnamomi","Camellia","0","0","Northern America",7,NA
"P. cinnamomi","Camellia","0","Australia","Australasia",5,NA
"P. cinnamomi","Camellia","0","China","Asia-Temperate",2,NA
"P. cinnamomi","Camellia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Camellia","Alabama","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Camellia","California","Southwestern U.S.A.","Northern America",6,NA
"P. cinnamomi","Camellia","Florida","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Camellia","Germany","Middle Europe","Europe",2,NA
"P. cinnamomi","Camellia","Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Camellia","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Camellia","North Carolina","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Camellia","South Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Camellia","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Carex","0","Australia","Australasia",1,NA
"P. cinnamomi","Carex","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Carica","0","Australia","Australasia",2,NA
"P. cinnamomi","Carica","Peru","Western South America","Southern America",2,NA
"P. cinnamomi","Carpodetus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Carya","0","Australia","Australasia",1,NA
"P. cinnamomi","Carya","0","China","Asia-Temperate",1,NA
"P. cinnamomi","Carya","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Cassinia","0","Australia","Australasia",3,NA
"P. cinnamomi","Cassiope","Norway","Northern Europe","Europe",1,NA
"P. cinnamomi","Castanea","0","0","Northern America",21,"Yes"
"P. cinnamomi","Castanea","0","Australia","Australasia",38,"Yes"
"P. cinnamomi","Castanea","0","China","Asia-Temperate",3,"Yes"
"P. cinnamomi","Castanea","0","New Zealand","Australasia",7,"Yes"
"P. cinnamomi","Castanea","0","Southern Africa","Africa",4,"Yes"
"P. cinnamomi","Castanea","0","Southern South America","Southern America",4,"Yes"
"P. cinnamomi","Castanea","Arkansas","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Castanea","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Castanea","France","Southwestern Europe","Europe",78,"Yes"
"P. cinnamomi","Castanea","Georgia","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Castanea","Germany","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea","Greece","Southeastern Europe","Europe",9,"Yes"
"P. cinnamomi","Castanea","Italy","Southeastern Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea","Louisiana","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Castanea","Missouri","North-Central U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Castanea","Oklahoma","North-Central U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Castanea","Pennsylvania","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Castanea","Portugal","Southwestern Europe","Europe",15,"Yes"
"P. cinnamomi","Castanea","Spain","Southwestern Europe","Europe",20,"Yes"
"P. cinnamomi","Castanea","Switzerland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Castanea","Turkey","Western Asia","Asia-Temperate",12,"Yes"
"P. cinnamomi","Castanea","Western Australia","Australia","Australasia",1,"Yes"
"P. cinnamomi","Castanopsis","Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Castanopsis","New Guinea","Papuasia","Asia-Tropical",3,NA
"P. cinnamomi","Castanopsis","Taiwan","Eastern Asia","Asia-Temperate",11,NA
"P. cinnamomi","Castanopsis","Vietnam","Indo-China","Asia-Tropical",3,NA
"P. cinnamomi","Casuarina","0","Australia","Australasia",10,NA
"P. cinnamomi","Casuarina","0","Brazil","Southern America",1,NA
"P. cinnamomi","Casuarina","0","New Zealand","Australasia",12,NA
"P. cinnamomi","Casuarina","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Ceanothus","0","Australia","Australasia",1,NA
"P. cinnamomi","Ceanothus","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cedrus","0","0","Northern America",6,NA
"P. cinnamomi","Cedrus","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Cedrus","California","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Cedrus","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cedrus","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Centaurea","0","Southern Africa","Africa",1,NA
"P. cinnamomi","Cephalotaxus","0","0","Northern America",1,NA
"P. cinnamomi","Cephalotaxus","0","Australia","Australasia",2,NA
"P. cinnamomi","Cephalotaxus","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Ceratopetalum","0","Australia","Australasia",2,NA
"P. cinnamomi","Cercis","0","0","Northern America",1,NA
"P. cinnamomi","Cercis","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Chamaecyparis","0","0","Northern America",6,"Yes"
"P. cinnamomi","Chamaecyparis","0","Australia","Australasia",13,"Yes"
"P. cinnamomi","Chamaecyparis","0","New Zealand","Australasia",7,"Yes"
"P. cinnamomi","Chamaecyparis","0","Southern Africa","Africa",3,"Yes"
"P. cinnamomi","Chamaecyparis","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Chamaecyparis","France","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis","Hungary","Middle Europe","Europe",7,"Yes"
"P. cinnamomi","Chamaecyparis","Iran","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Chamaecyparis","Ireland","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis","Japan","Eastern Asia","Asia-Temperate",2,"Yes"
"P. cinnamomi","Chamaecyparis","Louisiana","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Chamaecyparis","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis","Oregon","Northwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Chamaecyparis","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Chamaecyparis","Spain","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Chamaecyparis","Taiwan","Eastern Asia","Asia-Temperate",7,"Yes"
"P. cinnamomi","Chamaecyparis","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Chamaescilla","0","Australia","Australasia",6,NA
"P. cinnamomi","Chamaescilla","Western Australia","Australia","Australasia",2,NA
"P. cinnamomi","Chamelaucium","0","Australia","Australasia",40,NA
"P. cinnamomi","Cheirodendron","0","0","Northern America",1,NA
"P. cinnamomi","Cheirodendron","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Chorizema","0","Australia","Australasia",2,NA
"P. cinnamomi","Chrysanthemum","0","0","0",1,NA
"P. cinnamomi","Cibotium","0","0","Northern America",3,NA
"P. cinnamomi","Cibotium","Hawaii","North-Central Pacific","Pacific",4,NA
"P. cinnamomi","Cinchona","0","0","Asia-Tropical",2,NA
"P. cinnamomi","Cinchona","0","China","Asia-Temperate",3,NA
"P. cinnamomi","Cinchona","0","Malesia","Asia-Tropical",7,NA
"P. cinnamomi","Cinchona","Guatemala","Central America","Southern America",4,NA
"P. cinnamomi","Cinchona","India","Indian Subcontinent","Asia-Tropical",3,NA
"P. cinnamomi","Cinchona","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona","Peru","Western South America","Southern America",3,NA
"P. cinnamomi","Cinchona","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Cinchona","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Cinchona","Zaire","West-Central Tropical Africa","Africa",1,NA
"P. cinnamomi","Cinnamomum","0","0","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum","0","Australia","Australasia",1,NA
"P. cinnamomi","Cinnamomum","0","China","Asia-Temperate",3,NA
"P. cinnamomi","Cinnamomum","0","Malesia","Asia-Tropical",20,NA
"P. cinnamomi","Cinnamomum","Mexico Gulf","Mexico","Northern America",2,NA
"P. cinnamomi","Cinnamomum","Myanmar","Indo-China","Asia-Tropical",2,NA
"P. cinnamomi","Cinnamomum","Sri Lanka","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum","Sumatera","Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Cinnamomum","Vietnam","Indo-China","Asia-Tropical",16,NA
"P. cinnamomi","Cissus","0","Australia","Australasia",1,NA
"P. cinnamomi","Cistus","0","Australia","Australasia",1,NA
"P. cinnamomi","Cistus","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Cistus","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Cistus","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Citrus","0","Australia","Australasia",1,NA
"P. cinnamomi","Citrus","0","Brazil","Southern America",4,NA
"P. cinnamomi","Citrus","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Citrus","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Citrus","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Cliffortia","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Coccoloba","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Coleonema","0","Australia","Australasia",1,NA
"P. cinnamomi","Coleus","0","Australia","Australasia",1,NA
"P. cinnamomi","Colocasia","Fiji","Southwestern Pacific","Pacific",4,NA
"P. cinnamomi","Comptonia","0","0","Northern America",1,NA
"P. cinnamomi","Comptonia","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Conostephium","0","Australia","Australasia",2,NA
"P. cinnamomi","Conostylis","0","Australia","Australasia",2,NA
"P. cinnamomi","Coprosma","0","0","Northern America",2,NA
"P. cinnamomi","Coprosma","0","Australia","Australasia",2,NA
"P. cinnamomi","Coprosma","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Coprosma","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Coriaria","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Cornus","0","0","Northern America",5,NA
"P. cinnamomi","Cornus","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cornus","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Corokia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Correa","0","Australia","Australasia",8,NA
"P. cinnamomi","Corymbia","0","0","Northern America",2,NA
"P. cinnamomi","Corymbia","0","Australia","Australasia",44,NA
"P. cinnamomi","Corymbia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Corymbia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Corymbia","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Cotoneaster","0","Australia","Australasia",2,NA
"P. cinnamomi","Cotoneaster","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Couroupita","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Crassula","0","Australia","Australasia",2,NA
"P. cinnamomi","Cryptomeria","0","0","Northern America",1,NA
"P. cinnamomi","Cryptomeria","0","Australia","Australasia",2,NA
"P. cinnamomi","Cryptomeria","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cucumis","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cucurbita","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Cucurbita","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Cupressus","0","0","Northern America",1,NA
"P. cinnamomi","Cupressus","0","Australia","Australasia",3,NA
"P. cinnamomi","Cupressus","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Cupressus","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Cupressus","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cupressus","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cupressus","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Curcuma","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Curtisia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Cyathodes","0","Australia","Australasia",2,NA
"P. cinnamomi","Cyclamen","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Cyrilla","0","0","Northern America",1,NA
"P. cinnamomi","Daboecia","0","Australia","Australasia",4,NA
"P. cinnamomi","Dacrycarpus","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Dampiera","0","Australia","Australasia",2,NA
"P. cinnamomi","Daphne","0","Australia","Australasia",3,NA
"P. cinnamomi","Daphne","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Daphne","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Darwinia","0","Australia","Australasia",3,NA
"P. cinnamomi","Daviesia","0","Australia","Australasia",2,NA
"P. cinnamomi","Desfontainia","0","Australia","Australasia",2,NA
"P. cinnamomi","Dianella","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Dicksonia","0","Australia","Australasia",2,NA
"P. cinnamomi","Dicranopteris","0","0","Northern America",1,NA
"P. cinnamomi","Dicranopteris","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Didymochlaena","0","Australia","Australasia",2,NA
"P. cinnamomi","Dielsiodoxa","0","Australia","Australasia",2,NA
"P. cinnamomi","Dillwynia","0","Australia","Australasia",9,NA
"P. cinnamomi","Dionaea","0","0","Northern America",1,NA
"P. cinnamomi","Dionaea","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Diospyros","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Diplolaena","0","Australia","Australasia",3,NA
"P. cinnamomi","Disa","0","Australia","Australasia",1,NA
"P. cinnamomi","Dracaena","0","0","Northern America",1,NA
"P. cinnamomi","Dracaena","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Drimys","0","Southern South America","Southern America",3,NA
"P. cinnamomi","Drosera","0","Australia","Australasia",2,NA
"P. cinnamomi","Durio","Vietnam","Indo-China","Asia-Tropical",3,NA
"P. cinnamomi","Elaeocarpus","0","Australia","Australasia",1,NA
"P. cinnamomi","Elaeocarpus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Encephalartos","0","Australia","Australasia",2,NA
"P. cinnamomi","Engelhardia","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Entelea","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Epacris","0","Australia","Australasia",17,NA
"P. cinnamomi","Erica","0","0","Northern America",3,"Yes"
"P. cinnamomi","Erica","0","Australia","Australasia",8,"Yes"
"P. cinnamomi","Erica","0","New Zealand","Australasia",13,"Yes"
"P. cinnamomi","Erica","0","Southern Africa","Africa",4,"Yes"
"P. cinnamomi","Erica","California","Southwestern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Erica","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Erica","New York","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Erica","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Erica","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Erica","Spain","Southwestern Europe","Europe",3,"Yes"
"P. cinnamomi","Erica","Switzerland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Eucalyptus","0","0","Northern America",5,NA
"P. cinnamomi","Eucalyptus","0","Australia","Australasia",163,NA
"P. cinnamomi","Eucalyptus","0","Brazil","Southern America",1,NA
"P. cinnamomi","Eucalyptus","0","New Zealand","Australasia",26,NA
"P. cinnamomi","Eucalyptus","0","Southern Africa","Africa",17,NA
"P. cinnamomi","Eucalyptus","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Eucalyptus","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus","Hawaii","North-Central Pacific","Pacific",8,NA
"P. cinnamomi","Eucalyptus","Kwazulu-Natal","Southern Africa","Africa",1,NA
"P. cinnamomi","Eucalyptus","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Eucryphia","0","Australia","Australasia",3,NA
"P. cinnamomi","Eustoma","Japan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Fagus","0","0","Northern America",2,"Yes"
