"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Persea americana",NA,"Brazil","Southern America",4,NA
"P. cinnamomi","Persea americana",NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Persea americana",NA,"Malesia","Asia-Tropical",4,NA
"P. cinnamomi","Persea americana",NA,"Mexico","Northern America",5,NA
"P. cinnamomi","Persea americana",NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Persea americana",NA,"Southern Africa","Africa",8,NA
"P. cinnamomi","Persea americana",NA,"Southern South America","Southern America",12,NA
"P. cinnamomi","Persea americana",NA,NA,"Northern America",9,NA
"P. cinnamomi","Persea americana",NA,NA,"Southern America",1,NA
"P. cinnamomi","Persea americana",NA,NA,NA,1,NA
"P. cinnamomi","Persea borbonia","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Persea borbonia",NA,NA,"Northern America",1,NA
"P. cinnamomi","Persea schiedeana",NA,"Mexico","Northern America",4,NA
"P. cinnamomi","Persoonia juniperina",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Persoonia longifolia",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Petrophile biloba",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Petrophile divaricata",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Petrophile linearis",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Petrophile serruriae",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Philotheca virgata",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Phormium tenax",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Phyllocladus trichomanoides",NA,"New Zealand","Australasia",7,NA
"P. cinnamomi","Picea abies","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea abies","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Picea abies","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea abies",NA,NA,"Northern America",5,NA
"P. cinnamomi","Picea pungens","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea pungens","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea pungens",NA,NA,"Northern America",4,NA
"P. cinnamomi","Pieris floribunda","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris floribunda",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pieris japonica","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Pieris japonica","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris japonica","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris japonica","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris japonica",NA,"Australia","Australasia",4,NA
"P. cinnamomi","Pieris japonica",NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Pieris japonica",NA,NA,"Northern America",3,NA
"P. cinnamomi","Pimelea ferruginea",NA,"Australia","Australasia",5,NA
"P. cinnamomi","Pimelea humilis",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pimelea rosea",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Pinus brutia","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Pinus canariensis","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Pinus canariensis",NA,NA,"Northern America",2,NA
"P. cinnamomi","Pinus caribaea",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pinus caribaea",NA,"Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Pinus clausa","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus clausa",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus clausa",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pinus echinata","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Pinus echinata","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus echinata","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus echinata",NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus echinata",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pinus elliottii","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pinus elliottii",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pinus elliottii",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus halepensis",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus kesiya",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Pinus kesiya",NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus kesiya",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pinus lambertiana",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Pinus monticola",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Pinus mugo","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus mugo","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Pinus mugo","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Pinus mugo",NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus mugo",NA,NA,"Northern America",5,NA
"P. cinnamomi","Pinus nigra","Poland","Middle Europe","Europe",4,NA
"P. cinnamomi","Pinus occidentalis","Dominican Republic","Caribbean","Southern America",2,NA
"P. cinnamomi","Pinus palustris",NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Pinus patula",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pinus patula",NA,"Brazil","Southern America",1,NA
"P. cinnamomi","Pinus patula",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus pinaster",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Pinus pinaster",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus pinea","Italy","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Pinus pinea","Yugoslavia","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Pinus radiata","California","Southwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Pinus radiata","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pinus radiata",NA,"Australia","Australasia",29,NA
"P. cinnamomi","Pinus radiata",NA,"New Zealand","Australasia",117,NA
"P. cinnamomi","Pinus radiata",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Pinus resinosa","Delaware","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus resinosa","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus resinosa",NA,NA,"Northern America",3,NA
"P. cinnamomi","Pinus strobus","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus strobus","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus strobus",NA,NA,"Northern America",2,NA
"P. cinnamomi","Pinus sylvestris","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pinus sylvestris","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus sylvestris","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Pinus sylvestris","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus sylvestris",NA,NA,"Northern America",3,NA
"P. cinnamomi","Pinus taeda","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus taeda","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus taeda",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Pinus taeda",NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus taeda",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pinus wallichiana","Hungary","Middle Europe","Europe",3,NA
"P. cinnamomi","Piper excelsum",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Pipturus albidus","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pipturus albidus",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pistacia lentiscus","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Platanus orientalis","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus orientalis",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Platanus orientalis",NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Platanus orientalis",NA,NA,"Northern America",2,NA
"P. cinnamomi","Platanus racemosa","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus racemosa",NA,NA,"Northern America",1,NA
"P. cinnamomi","Platanus × hispanica","Italy","Southeastern Europe","Europe",6,NA
"P. cinnamomi","Platylobium obtusangulum",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Platysace compressa",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Podocarpus drouynianus",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Podocarpus macrophyllus",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Podocarpus salignus",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Podotheca angustifolia",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Polystichum munitum","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Polystichum munitum",NA,NA,"Northern America",2,NA
"P. cinnamomi","Pomaderris apetala",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Protea aurea",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Protea aurea",NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Protea burchellii",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea caffra",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea compacta",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea cynaroides","Hawaii","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Protea cynaroides",NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Protea cynaroides",NA,NA,"Northern America",3,NA
"P. cinnamomi","Protea effusa",NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Protea eximia",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea grandiceps",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Protea lanceolata",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Protea laurifolia",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Protea laurifolia",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea lepidocarpodendron",NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Protea longifolia",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Protea lorifolia",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea magnifica","Cape Provinces","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea magnifica",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Protea magnifica",NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Protea mundii",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Protea mundii",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea nana",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Protea neriifolia","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Protea neriifolia",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Protea neriifolia",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Protea neriifolia",NA,NA,"Northern America",2,NA
"P. cinnamomi","Protea nitida",NA,"Southern Africa","Africa",8,NA
"P. cinnamomi","Protea obtusifolia","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Protea obtusifolia",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea obtusifolia",NA,NA,"Northern America",2,NA
"P. cinnamomi","Protea punctata",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Protea reflexa",NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Protea repens",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Protea repens",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Protea roupelliae",NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Protea susannae",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Prunus americana","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Prunus americana",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Prunus americana",NA,NA,"Northern America",2,NA
"P. cinnamomi","Prunus armeniaca","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Prunus armeniaca",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Prunus avium","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Prunus avium","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Prunus avium",NA,NA,"Northern America",1,NA
"P. cinnamomi","Prunus persica","Mississippi","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Prunus persica",NA,"Australia","Australasia",9,NA
"P. cinnamomi","Prunus persica",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Prunus persica",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pseudopanax crassifolius",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Pseudotsuga menziesii","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga menziesii","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga menziesii","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Pseudotsuga menziesii","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pseudotsuga menziesii","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga menziesii",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pseudotsuga menziesii",NA,"New Zealand","Australasia",26,NA
"P. cinnamomi","Pseudotsuga menziesii",NA,NA,"Northern America",1,NA
"P. cinnamomi","Psidium cattleianum","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Psidium cattleianum",NA,NA,"Northern America",1,NA
"P. cinnamomi","Psychotria hawaiiensis","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pteris ensiformis","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pteris ensiformis",NA,NA,"Northern America",1,NA
"P. cinnamomi","Pterochaeta paniculata","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Pterochaeta paniculata",NA,"Australia","Australasia",4,NA
"P. cinnamomi","Pterophylla racemosa",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Pultenaea daphnoides",NA,"Australia","Australasia",4,NA
"P. cinnamomi","Pultenaea gunnii",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Pultenaea humilis",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea involucrata",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea juniperina",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Pultenaea pedunculata",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea reticulata",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea stricta",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Pyrus communis","Morocco","Northern Africa","Africa",2,NA
"P. cinnamomi","Pyrus communis","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pyrus communis",NA,"Australia","Australasia",5,NA
"P. cinnamomi","Pyrus communis",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pyrus communis",NA,NA,"Northern America",2,NA
"P. cinnamomi","Quercus agrifolia","California","Southwestern U.S.A.","Northern America",7,NA
"P. cinnamomi","Quercus agrifolia",NA,NA,"Northern America",5,NA
"P. cinnamomi","Quercus alba","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Quercus alba","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus alba","Ohio","Northeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Quercus alba","Pennsylvania","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus alba","West Virginia","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus alba",NA,NA,"Northern America",5,NA
"P. cinnamomi","Quercus bicolor",NA,NA,"Northern America",1,NA
"P. cinnamomi","Quercus cerris","Cape Provinces","Southern Africa","Africa",1,NA
"P. cinnamomi","Quercus cerris","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Quercus cerris",NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Quercus cerris",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Quercus championii","Taiwan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Quercus faginea","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus frainetto","Italy","Southeastern Europe","Europe",4,NA
"P. cinnamomi","Quercus glauca","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus glaucoides",NA,"Mexico","Northern America",2,NA
"P. cinnamomi","Quercus ilex","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Quercus ilex","Italy","Southeastern Europe","Europe",8,NA
"P. cinnamomi","Quercus ilex","Portugal","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Quercus ilex","Spain","Southwestern Europe","Europe",25,NA
"P. cinnamomi","Quercus laurifolia","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus laurifolia",NA,NA,"Northern America",2,NA
"P. cinnamomi","Quercus laurina",NA,"Mexico","Northern America",1,NA
"P. cinnamomi","Quercus longinux","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus michauxii",NA,NA,"Northern America",2,NA
"P. cinnamomi","Quercus montana","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus montana",NA,NA,"Northern America",3,NA
"P. cinnamomi","Quercus morii","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Quercus peduncularis",NA,"Mexico","Northern America",2,NA
"P. cinnamomi","Quercus petraea","Turkey","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus pubescens","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus pyrenaica","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Quercus robur","France","Southwestern Europe","Europe",23,NA
"P. cinnamomi","Quercus robur","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus robur",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Quercus robur",NA,NA,"Northern America",2,NA
"P. cinnamomi","Quercus rubra","France","Southwestern Europe","Europe",147,NA
"P. cinnamomi","Quercus rubra","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus rubra","Spain","Southwestern Europe","Europe",3,NA
"P. cinnamomi","Quercus rubra","West Virginia","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus rubra",NA,NA,"Northern America",5,NA
"P. cinnamomi","Quercus salicifolia",NA,"Mexico","Northern America",1,NA
"P. cinnamomi","Quercus serrata","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus sessifolia","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus sessilifolia","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus stenophylloides","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Quercus suber","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Quercus suber","France","Southwestern Europe","Europe",4,NA
"P. cinnamomi","Quercus suber","Italy","Southeastern Europe","Europe",7,NA
"P. cinnamomi","Quercus suber","Portugal","Southwestern Europe","Europe",20,NA
"P. cinnamomi","Quercus suber","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus suber","Spain","Southwestern Europe","Europe",13,NA
"P. cinnamomi","Quercus suber",NA,NA,"Northern America",5,NA
"P. cinnamomi","Quercus variabilis","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus velutina",NA,NA,"Northern America",1,NA
"P. cinnamomi","Rhamnus alaternus","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Rhamnus alaternus","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Rhaphiolepis indica",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron adenogynum","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron catawbiense","New Jersey","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron catawbiense","New York","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron catawbiense","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Rhododendron catawbiense",NA,NA,"Northern America",2,NA
"P. cinnamomi","Rhododendron columbianum",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Rhododendron impeditum","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Rhododendron impeditum","Switzerland","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron indicum",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Rhododendron indicum",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Rhododendron japonoheptamerum","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron lapponicum",NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Rhododendron macrophyllum","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron macrophyllum","New Jersey","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron macrophyllum",NA,NA,"Northern America",2,NA
"P. cinnamomi","Rhododendron makinoi","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron maximum",NA,NA,"Northern America",1,NA
"P. cinnamomi","Rhododendron minus","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron minus","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron minus","New Jersey","Northeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Rhododendron minus","New York","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron minus",NA,NA,"Northern America",4,NA
"P. cinnamomi","Rhododendron mucronatum","Alabama","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum",NA,NA,"Northern America",1,NA
"P. cinnamomi","Rhododendron mucronulatum",NA,NA,"Northern America",2,NA
"P. cinnamomi","Rhododendron occidentale","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron occidentale",NA,NA,"Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Alabama","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","New Jersey","Northeastern U.S.A.","Northern America",5,NA
"P. cinnamomi","Rhododendron ponticum","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum",NA,NA,"Northern America",9,NA
"P. cinnamomi","Rhododendron ponticum",NA,NA,NA,1,NA
"P. cinnamomi","Rhododendron pseudochrysanthum","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron simsii","Germany","Middle Europe","Europe",6,NA
"P. cinnamomi","Rhododendron tomentosum","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron tomentosum",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron yakushimanum","Czechoslovakia","Middle Europe","Europe",3,NA
"P. cinnamomi","Rhododendron yakushimanum","Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Rhododendron × hybridum","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron × hybridum","Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Richardia brasiliensis","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Richardia brasiliensis",NA,NA,"Northern America",1,NA
"P. cinnamomi","Richardia scabra","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Richardia scabra",NA,NA,"Northern America",1,NA
"P. cinnamomi","Ricinocarpos pinifolius",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ricinus communis","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ricinus communis",NA,NA,"Northern America",1,NA
"P. cinnamomi","Robinia pseudoacacia","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Robinia pseudoacacia",NA,"China","Asia-Temperate",4,NA
"P. cinnamomi","Robinia pseudoacacia",NA,NA,"Northern America",2,NA
"P. cinnamomi","Rubus idaeus","New Zealand South","New Zealand","Australasia",1,NA
"P. cinnamomi","Rubus idaeus",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Rubus idaeus",NA,"New Zealand","Australasia",11,NA
"P. cinnamomi","Rubus rosifolius","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Rubus rosifolius",NA,NA,"Northern America",1,NA
"P. cinnamomi","Rytidosperma caespitosum",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Salvia officinalis",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Salvia rosmarinus",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Salvia rosmarinus",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Sarracenia alata","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Saxegothaea conspicua",NA,"Southern South America","Southern America",4,NA
"P. cinnamomi","Scaevola albida",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sciadopitys verticillata","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Sciadopitys verticillata","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Sciadopitys verticillata",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Senna pleurocarpa",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sequoia sempervirens","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Sequoia sempervirens",NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoiadendron giganteum",NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria florida",NA,"Australia","Australasia",8,NA
"P. cinnamomi","Serruria florida",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Serruria kraussii",NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Siloxerus multiflorus",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Solanum lycopersicum","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Solanum lycopersicum",NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Solanum maglia",NA,NA,"Northern America",1,NA
"P. cinnamomi","Solanum tuberosum",NA,NA,"Northern America",1,NA
"P. cinnamomi","Sophora chrysophylla","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sophora chrysophylla",NA,NA,"Northern America",1,NA
"P. cinnamomi","Sorbus commixta","Korea","Eastern Asia","Asia-Temperate",2,NA
